,token,lemma,pos,tag,dep,is_sentence_start,is_sentence_end
10001,τὸ,ὁ,DET,S-,det,False,False
10002,θανατῶσαι,θανατόω,VERB,V-,obl,False,False
10003,αὐτόν,αὐτός,PRON,Pp,obj,False,False
10004,καὶ,καί,CCONJ,C-,cc,False,False
10005,οὐχ,οὐ,ADV,Df,advmod,False,False
10006,ηὕρισκον,εὑρίσκω,VERB,V-,conj,False,False
10007,πολλοὶ,πολύς,ADJ,A-,nsubj,True,False
10008,γὰρ,γάρ,ADV,Df,discourse,False,False
10009,ἐψευδομαρτύρουν,ψευδομαρτυρέω,VERB,V-,ROOT,False,False
10010,κατ’,κατ’,ADP,R-,case,False,False
10011,αὐτοῦ,αὐτός,PRON,Pp,obl,False,False
10012,καὶ,καί,CCONJ,C-,cc,False,False
10013,ἴσαι,ἴσος,ADJ,A-,conj,False,False
10014,αἱ,ὁ,DET,S-,det,False,False
10015,μαρτυρίαι,μαρτυρία,NOUN,Nb,nsubj,False,False
10016,οὐκ,οὐ,ADV,Df,advmod,False,False
10017,ἦσαν,εἰμί,AUX,V-,cop,False,True
10018,καί,καί,CCONJ,C-,cc,True,False
10019,τινες,τίς,ADJ,Px,nsubj,False,False
10020,ἀναστάντες,ἀνίστημι,VERB,V-,advcl,False,False
10021,ἐψευδομαρτύρουν,ψευδομαρτυρέω,VERB,V-,ROOT,False,False
10022,κατ’,κατ’,ADP,R-,case,False,False
10023,αὐτοῦ,αὐτός,PRON,Pp,obl,False,False
10024,λέγοντες,λέγω,VERB,V-,advcl,False,True
10025,ὅτι,ὅτι,SCONJ,G-,ccomp,False,True
10026,ἡμεῖς,ἡμεῖς,PRON,Pp,nsubj,True,False
10027,ἠκούσαμεν,ἀκούω,VERB,V-,ROOT,False,False
10028,αὐτοῦ,αὐτός,PRON,Pp,iobj,False,False
10029,λέγοντος,λέγω,VERB,V-,xcomp,False,False
10030,ὅτι,ὅτι,SCONJ,G-,ccomp,False,True
10031,ἐγὼ,ἐγώ,PRON,Pp,nsubj,True,False
10032,καταλύσω,καταλύω,VERB,V-,ROOT,False,False
10033,τὸν,ὁ,DET,S-,det,False,False
10034,ναὸν,ναός,NOUN,Nb,obj,False,False
10035,τοῦτον,οὗτος,DET,Pd,det,False,False
10036,τὸν,ὁ,DET,S-,det,False,False
10037,χειροποίητον,χειροποίητος,ADJ,A-,nmod,False,False
10038,καὶ,καί,CCONJ,C-,cc,False,False
10039,διὰ,διά,ADP,R-,case,False,False
10040,τριῶν,τρεῖς,NUM,Ma,nummod,False,False
10041,ἡμερῶν,ἡμέρα,NOUN,Nb,obl,False,False
10042,ἄλλον,ἄλλος,DET,Px,det,False,False
10043,ἀχειροποίητον,ἀχειροποίητος,ADJ,A-,obj,False,False
10044,οἰκοδομήσω,οἰκοδομέω,VERB,V-,conj,False,False
10045,καὶ,καί,CCONJ,C-,cc,True,False
10046,οὐδὲ,οὐδέ,ADV,Df,advmod,False,False
10047,οὕτως,οὕτω(ς),ADV,Df,advmod,False,False
10048,ἴση,ἴσος,ADJ,A-,ROOT,False,False
10049,ἦν,εἰμί,AUX,V-,cop,False,False
10050,ἡ,ὁ,DET,S-,det,False,False
10051,μαρτυρία,μαρτυρία,NOUN,Nb,nsubj,False,False
10052,αὐτῶν,αὐτός,PRON,Pp,det,False,True
10053,Καὶ,καί,CCONJ,C-,cc,True,False
10054,ἀναστὰς,ἀνίστημι,VERB,V-,advcl,False,False
10055,ὁ,ὁ,DET,S-,det,False,False
10056,ἀρχιερεὺς,ἀρχιερεύς,NOUN,Nb,nsubj,False,False
10057,εἰς,εἰς,ADP,R-,case,False,False
10058,μέσον,μέσος,ADJ,A-,obl,False,False
10059,ἐπηρώτησεν,ἐπερωτάω,VERB,V-,ROOT,False,False
10060,τὸν,ὁ,DET,S-,det,False,False
10061,Ἰησοῦν,ἰησοῦς,PROPN,Ne,obj,False,False
10062,λέγων,λέγω,VERB,V-,advcl,False,True
10063,οὐκ,οὐ,ADV,Df,advmod,False,False
10064,ἀποκρίνῃ,ἀποκρίνω,VERB,V-,ROOT,False,False
10065,οὐδὲν,οὐδείς,ADJ,Px,obj,False,True
10066,τί,τίς,PRON,Pi,obl,True,False
10067,οὗτοί,οὗτος,ADJ,Pd,nsubj,False,False
10068,σου,σύ,PRON,Pp,iobj,False,False
10069,καταμαρτυροῦσιν,καταμαρτυρέω,VERB,V-,ROOT,False,True
10070,ὁ,ὁ,PRON,Pp,nsubj,True,False
10071,δὲ,δέ,ADV,Df,discourse,False,False
10072,ἐσιώπα,σιωπάω,VERB,V-,ROOT,False,False
10073,καὶ,καί,CCONJ,C-,cc,False,False
10074,οὐκ,οὐ,ADV,Df,advmod,False,False
10075,ἀπεκρίνατο,ἀποκρίνω,VERB,V-,conj,False,False
10076,οὐδέν,οὐδείς,ADJ,Px,obj,False,True
10077,πάλιν,πάλιν,ADV,Df,advmod,False,False
10078,ὁ,ὁ,DET,S-,det,False,False
10079,ἀρχιερεὺς,ἀρχιερεύς,NOUN,Nb,nsubj,False,False
10080,ἐπηρώτα,ἐπερωτάω,VERB,V-,ROOT,False,False
10081,αὐτὸν,αὐτός,PRON,Pp,obj,False,False
10082,καὶ,καί,CCONJ,C-,cc,False,False
10083,λέγει,λέγω,VERB,V-,conj,False,False
10084,αὐτῷ,αὐτός,PRON,Pp,iobj,False,True
10085,σὺ,σύ,PRON,Pp,nsubj,True,False
10086,εἶ,εἰμί,AUX,V-,cop,False,False
10087,ὁ,ὁ,DET,S-,det,False,False
10088,χριστὸς,χριστὸς,PROPN,Ne,ROOT,False,False
10089,ὁ,ὁ,DET,S-,det,False,False
10090,υἱὸς,υἱός,NOUN,Nb,appos,False,False
10091,τοῦ,ὁ,DET,S-,det,False,False
10092,εὐλογητοῦ,εὐλογητός,ADJ,A-,nmod,False,False
10093,ὁ,ὁ,DET,S-,det,True,False
10094,δὲ,δέ,ADV,Df,discourse,False,False
10095,Ἰησοῦς,ἰησοῦς,PROPN,Ne,nsubj,False,False
10096,εἶπεν,λέγω,VERB,V-,ROOT,False,True
10097,ἐγώ,ἐγώ,PRON,Pp,nsubj,True,False
10098,εἰμι,εἰμί,AUX,V-,cop,False,False
10099,καὶ,καί,CCONJ,C-,cc,False,False
10100,ὄψεσθε,ὁράω,VERB,V-,conj,False,False
10101,τὸν,ὁ,DET,S-,det,False,False
10102,υἱὸν,υἱός,NOUN,Nb,obj,False,False
10103,τοῦ,ὁ,DET,S-,det,False,False
10104,ἀνθρώπου,ἄνθρωπος,NOUN,Nb,nmod,False,True
10105,ἐκ,ἐκ,ADP,R-,case,False,False
10106,δεξιῶν,δεξιός,ADJ,A-,advmod,False,False
10107,καθήμενον,κάθημαι,VERB,V-,xcomp,False,False
10108,τῆς,ὁ,DET,S-,det,False,False
10109,δυνάμεως,δύναμις,NOUN,Nb,dep,False,False
10110,καὶ,καί,CCONJ,C-,cc,False,False
10111,ἐρχόμενον,ἔρχομαι,VERB,V-,conj,False,False
10112,μετὰ,μετά,ADP,R-,case,False,False
10113,τῶν,ὁ,DET,S-,det,False,False
10114,νεφελῶν,νεφέλη,NOUN,Nb,obl,False,False
10115,τοῦ,ὁ,DET,S-,det,False,False
10116,οὐρανοῦ.,οὐρανοῦ.,NOUN,Nb,nmod,False,False
10117,ὁ,ὁ,DET,S-,det,True,False
10118,δὲ,δέ,ADV,Df,discourse,False,False
10119,ἀρχιερεὺς,ἀρχιερεύς,NOUN,Nb,nsubj,False,False
10120,διαρρήξας,δια(ρ)ρήγνυμι,VERB,V-,advcl,False,False
10121,τοὺς,ὁ,DET,S-,det,False,False
10122,χιτῶνας,χιτών,NOUN,Nb,obj,False,False
10123,αὐτοῦ,αὐτός,PRON,Pp,det,False,False
10124,λέγει,λέγω,VERB,V-,ROOT,False,True
10125,τί,τίς,PRON,Pi,obl,True,False
10126,ἔτι,ἔτι,ADV,Df,advmod,False,False
10127,χρείαν,χρεία,NOUN,Nb,obj,False,False
10128,ἔχομεν,ἔχω,VERB,V-,ROOT,False,False
10129,μαρτύρων,μάρτυς,NOUN,Nb,nmod,False,True
10130,ἠκούσατε,ἀκούω,VERB,V-,ROOT,True,False
10131,τῆς,ὁ,DET,S-,det,False,False
10132,βλασφημίας,βλασφημία,NOUN,Nb,iobj,False,True
10133,τί,τίς,PRON,Pi,nsubj,False,False
10134,ὑμῖν,ὑμεῖς,PRON,Pp,iobj,False,False
10135,φαίνεται,φαίνω,VERB,V-,ROOT,False,False
10136,οἱ,ὁ,DET,S-,det,True,False
10137,δὲ,δέ,ADV,Df,discourse,False,False
10138,πάντες,πᾶς,ADJ,Px,nsubj,False,False
10139,κατέκριναν,κατακρίνω,VERB,V-,ROOT,False,False
10140,αὐτὸν,αὐτός,PRON,Pp,nsubj,False,False
10141,ἔνοχον,ἔνοχος,ADJ,A-,ccomp,False,False
10142,εἶναι,εἰμί,AUX,V-,cop,False,False
10143,θανάτου,θάνατος,NOUN,Nb,iobj,False,True
10144,Καὶ,καί,CCONJ,C-,cc,True,False
10145,ἤρξαντό,ἄρχω,VERB,V-,ROOT,False,False
10146,τινες,τίς,ADJ,Px,nsubj,False,False
10147,ἐμπτύειν,ἐμπτύω,VERB,V-,xcomp,False,False
10148,αὐτῷ,αὐτός,PRON,Pp,iobj,False,False
10149,καὶ,καί,CCONJ,C-,cc,False,False
10150,περικαλύπτειν,περικαλύπτω,VERB,V-,conj,False,False
10151,αὐτοῦ,αὐτός,PRON,Pp,det,False,False
10152,τὸ,ὁ,DET,S-,det,False,False
10153,πρόσωπον,πρόσωπον,NOUN,Nb,obj,False,False
10154,καὶ,καί,CCONJ,C-,cc,False,False
10155,κολαφίζειν,κολαφίζειν,VERB,V-,conj,False,False
10156,αὐτὸν,αὐτός,PRON,Pp,obj,False,False
10157,καὶ,καί,CCONJ,C-,cc,False,False
10158,λέγειν,λέγω,VERB,V-,conj,False,False
10159,αὐτῷ,αὐτός,PRON,Pp,iobj,False,True
10160,προφήτευσον,προφητεύω,VERB,V-,ROOT,False,True
10161,καὶ,καί,CCONJ,C-,cc,False,False
10162,οἱ,ὁ,DET,S-,det,False,False
10163,ὑπηρέται,ὑπηρέτης,NOUN,Nb,nsubj,False,False
10164,ῥαπίσμασιν,ῥάπισμα,NOUN,Nb,obl,False,False
10165,αὐτὸν,αὐτός,PRON,Pp,obj,False,False
10166,ἔλαβον,λαμβάνω,VERB,V-,ROOT,False,True
10167,Καὶ,καί,CCONJ,C-,cc,True,False
10168,ὄντος,εἰμί,AUX,V-,advcl,False,False
10169,τοῦ,ὁ,DET,S-,det,False,False
10170,Πέτρου,πέτρος,PROPN,Ne,nsubj,False,False
10171,κάτω,κάτω,ADV,Df,advmod,False,False
10172,ἐν,ἐν,ADP,R-,case,False,False
10173,τῇ,ὁ,DET,S-,det,False,False
10174,αὐλῇ,αὐλή,NOUN,Nb,obl,False,False
10175,ἔρχεται,ἔρχομαι,VERB,V-,ROOT,False,False
10176,μία,εἷς,NUM,Ma,nsubj,False,False
10177,τῶν,ὁ,DET,S-,det,False,False
10178,παιδισκῶν,παιδίσκη,NOUN,Nb,nmod,False,False
10179,τοῦ,ὁ,DET,S-,det,False,False
10180,ἀρχιερέως,ἀρχιερεύς,NOUN,Nb,nmod,False,False
10181,καὶ,καί,CCONJ,C-,cc,False,False
10182,ἰδοῦσα,ὁράω,VERB,V-,advcl,False,False
10183,τὸν,ὁ,DET,S-,det,False,False
10184,Πέτρον,πέτρος,PROPN,Ne,obj,False,False
10185,θερμαινόμενον,θερμαίνω,VERB,V-,xcomp,False,False
10186,ἐμβλέψασα,ἐμβλέπω,VERB,V-,advcl,False,False
10187,αὐτῷ,αὐτός,PRON,Pp,iobj,False,False
10188,λέγει,λέγω,VERB,V-,conj,False,True
10189,καὶ,καί,ADV,Df,advmod,False,False
10190,σὺ,σύ,PRON,Pp,nsubj,False,False
10191,μετὰ,μετά,ADP,R-,case,False,False
10192,τοῦ,ὁ,DET,S-,det,False,False
10193,Ναζαρηνοῦ,ναζαρηνός,NOUN,Nb,ccomp,False,False
10194,ἦσθα,εἰμί,AUX,V-,cop,False,False
10195,τοῦ,ὁ,DET,S-,det,False,False
10196,Ἰησοῦ.,ἰησοῦ.,PROPN,Ne,appos,False,False
10197,ὁ,ὁ,PRON,Pp,nsubj,True,False
10198,δὲ,δέ,ADV,Df,discourse,False,False
10199,ἠρνήσατο,ἀρνέομαι,VERB,V-,ROOT,False,False
10200,λέγων,λέγω,VERB,V-,advcl,False,True
10201,οὔτε,οὔτε,CCONJ,C-,cc,False,False
10202,οἶδα,οἶδα,VERB,V-,ROOT,False,False
10203,οὔτε,οὔτε,CCONJ,C-,cc,False,False
10204,ἐπίσταμαι,ἐπίσταμαι,VERB,V-,conj,False,False
10205,σὺ,σύ,PRON,Pp,nsubj,False,False
10206,τί,τίς,PRON,Pi,obj,False,False
10207,λέγεις,λέγω,VERB,V-,ccomp,False,True
10208,καὶ,καί,CCONJ,C-,cc,True,False
10209,ἐξῆλθεν,ἐξέρχομαι,VERB,V-,ROOT,False,False
10210,ἔξω,ἔξω,ADV,Df,advmod,False,False
10211,εἰς,εἰς,ADP,R-,case,False,False
10212,τὸ,ὁ,DET,S-,det,False,False
10213,προαύλιον,προαύλιον,NOUN,Nb,appos,False,True
10214,καὶ,καί,CCONJ,C-,cc,False,False
10215,ἀλέκτωρ,ἀλέκτωρ,NOUN,Nb,nsubj,False,False
10216,ἐφώνησεν,φωνέω,VERB,V-,ROOT,False,False
10217,καὶ,καί,CCONJ,C-,cc,True,False
10218,ἡ,ὁ,DET,S-,det,False,False
10219,παιδίσκη,παιδίσκη,NOUN,Nb,nsubj,False,False
10220,ἰδοῦσα,ὁράω,VERB,V-,advcl,False,False
10221,αὐτὸν,αὐτός,PRON,Pp,obj,False,False
10222,ἤρξατο,ἄρχω,VERB,V-,ROOT,False,False
10223,πάλιν,πάλιν,ADV,Df,advmod,False,False
10224,λέγειν,λέγω,VERB,V-,xcomp,False,False
10225,τοῖς,ὁ,DET,S-,det,False,False
10226,παρεστῶσιν,παρίστημι,VERB,V-,iobj,False,False
10227,ὅτι,ὅτι,SCONJ,G-,mark,False,False
10228,οὗτος,οὗτος,ADJ,Pd,nsubj,False,False
10229,ἐξ,ἐκ,ADP,R-,case,False,False
10230,αὐτῶν,αὐτός,PRON,Pp,ccomp,False,False
10231,ἐστιν,εἰμί,AUX,V-,cop,False,True
10232,ὁ,ὁ,PRON,Pp,nsubj,True,False
10233,δὲ,δέ,ADV,Df,discourse,False,False
10234,πάλιν,πάλιν,ADV,Df,advmod,False,False
10235,ἠρνεῖτο,ἀρνέομαι,VERB,V-,ROOT,False,True
10236,Καὶ,καί,CCONJ,C-,cc,True,False
10237,μετὰ,μετά,ADP,R-,case,False,False
10238,μικρὸν,μικρός,ADJ,A-,advmod,False,False
10239,πάλιν,πάλιν,ADV,Df,advmod,False,False
10240,οἱ,ὁ,DET,S-,det,False,False
10241,παρεστῶτες,παρίστημι,VERB,V-,nsubj,False,False
10242,ἔλεγον,λέγω,VERB,V-,ROOT,False,False
10243,τῷ,ὁ,DET,S-,det,False,False
10244,Πέτρῳ,πέτρος,PROPN,Ne,iobj,False,True
10245,ἀληθῶς,ἀληθῶς,ADV,Df,advmod,False,False
10246,ἐξ,ἐκ,ADP,R-,case,False,False
10247,αὐτῶν,αὐτός,PRON,Pp,ROOT,False,False
10248,εἶ,εἰμί,AUX,V-,cop,False,True
10249,καὶ,καί,CCONJ,C-,cc,True,False
10250,γὰρ,γάρ,ADV,Df,discourse,False,False
10251,Γαλιλαῖος,γαλιλαῖος,ADJ,A-,ROOT,False,True
10252,εἶ.,εἶ.,AUX,V-,ROOT,True,False
10253,ὁ,ὁ,PRON,Pp,nsubj,True,False
10254,δὲ,δέ,ADV,Df,discourse,False,False
10255,ἤρξατο,ἄρχω,VERB,V-,ROOT,False,False
10256,ἀναθεματίζειν,ἀναθεματίζω,VERB,V-,xcomp,False,False
10257,καὶ,καί,CCONJ,C-,cc,False,False
10258,ὀμνύναι,ὄμνυμι,VERB,V-,conj,False,False
10259,ὅτι,ὅτι,SCONJ,G-,ccomp,False,True
10260,οὐκ,οὐ,ADV,Df,advmod,True,False
10261,οἶδα,οἶδα,VERB,V-,ROOT,False,False
10262,τὸν,ὁ,DET,S-,det,False,False
10263,ἄνθρωπον,ἄνθρωπος,NOUN,Nb,obj,False,False
10264,τοῦτον,οὗτος,DET,Pd,det,False,False
10265,ὃν,ὅς,PRON,Pr,obj,False,False
10266,λέγετε,λέγω,VERB,V-,acl,False,True
10267,καὶ,καί,CCONJ,C-,cc,True,False
10268,εὐθὺς,εὐθύς,ADV,Df,advmod,False,False
10269,ἐκ,ἐκ,ADP,R-,case,False,False
10270,δευτέρου,δεύτερος,ADJ,Mo,advmod,False,False
10271,ἀλέκτωρ,ἀλέκτωρ,NOUN,Nb,nsubj,False,False
10272,ἐφώνησεν,φωνέω,VERB,V-,ROOT,False,True
10273,Καὶ,καί,CCONJ,C-,cc,True,False
10274,ἀνεμνήσθη,ἀναμιμνῄσκω,VERB,V-,ROOT,False,False
10275,ὁ,ὁ,DET,S-,det,False,False
10276,Πέτρος,πέτρος,PROPN,Ne,nsubj:pass,False,False
10277,τὸ,ὁ,DET,S-,det,False,False
10278,ῥῆμα,ῥῆμα,NOUN,Nb,obj,False,False
10279,ὡς,ὡς,ADV,Dq,advmod,False,False
10280,εἶπεν,λέγω,VERB,V-,acl,False,False
10281,αὐτῷ,αὐτός,PRON,Pp,iobj,False,False
10282,ὁ,ὁ,DET,S-,det,False,False
10283,Ἰησοῦς,ἰησοῦς,PROPN,Ne,nsubj,False,False
10284,ὅτι,ὅτι,SCONJ,G-,ccomp,False,True
10285,πρὶν,πρίν,SCONJ,G-,mark,True,False
10286,ἀλέκτορα,ἀλέκτωρ,NOUN,Nb,nsubj,False,False
10287,φωνῆσαι,φωνέω,VERB,V-,advcl,False,False
10288,δὶς,δίς,ADV,Df,advmod,False,False
10289,τρίς,τρίς,ADV,Df,advmod,False,False
10290,με,ἐγώ,PRON,Pp,obj,False,False
10291,ἀπαρνήσῃ,ἀπαρνέομαι,VERB,V-,ROOT,False,False
10292,καὶ,καί,CCONJ,C-,cc,True,False
10293,ἐπιβαλὼν,ἐπιβάλλω,VERB,V-,advcl,False,False
10294,ἔκλαιεν,κλαίω,VERB,V-,ROOT,False,True
10295,Καὶ,καί,CCONJ,C-,cc,True,False
10296,εὐθὺς,εὐθύς,ADV,Df,advmod,False,False
10297,πρωῒ,πρωΐ,ADV,Df,advmod,False,False
10298,συμβούλιον,συμβούλιον,NOUN,Nb,obj,False,False
10299,ποιήσαντες,ποιέω,VERB,V-,advcl,False,False
10300,οἱ,ὁ,DET,S-,det,False,False
10301,ἀρχιερεῖς,ἀρχιερεύς,NOUN,Nb,nsubj,False,False
10302,μετὰ,μετά,ADP,R-,case,False,False
10303,τῶν,ὁ,DET,S-,det,False,False
10304,πρεσβυτέρων,πρέσβυς,ADJ,A-,obl,False,False
10305,καὶ,καί,CCONJ,C-,cc,False,False
10306,γραμματέων,γραμματεύς,NOUN,Nb,conj,False,False
10307,καὶ,καί,CCONJ,C-,cc,False,False
10308,ὅλον,ὅλος,ADJ,A-,amod,False,False
10309,τὸ,ὁ,DET,S-,det,False,False
10310,συνέδριον,συνέδριον,NOUN,Nb,conj,False,False
10311,δήσαντες,δέω,VERB,V-,advcl,False,False
10312,τὸν,ὁ,DET,S-,det,False,False
10313,Ἰησοῦν,ἰησοῦς,PROPN,Ne,obj,False,False
10314,ἀπήνεγκαν,ἀποφέρω,VERB,V-,ROOT,False,False
10315,καὶ,καί,CCONJ,C-,cc,False,False
10316,παρέδωκαν,παραδίδωμι,VERB,V-,conj,False,False
10317,Πιλάτῳ.,πιλάτῳ.,PROPN,Ne,iobj,False,True
10318,Καὶ,καί,CCONJ,C-,cc,True,False
10319,ἐπηρώτησεν,ἐπερωτάω,VERB,V-,ROOT,False,False
10320,αὐτὸν,αὐτός,PRON,Pp,obj,False,False
10321,ὁ,ὁ,DET,S-,det,False,False
10322,Πιλᾶτος,πιλᾶτος,PROPN,Ne,nsubj,False,True
10323,σὺ,σύ,PRON,Pp,nsubj,False,False
10324,εἶ,εἰμί,AUX,V-,cop,False,False
10325,ὁ,ὁ,DET,S-,det,False,False
10326,βασιλεὺς,βασιλεύς,NOUN,Nb,ROOT,False,False
10327,τῶν,ὁ,DET,S-,det,False,False
10328,Ἰουδαίων,ἰουδαῖος,ADJ,A-,nmod,False,False
10329,ὁ,ὁ,PRON,Pp,nsubj,True,False
10330,δὲ,δέ,ADV,Df,discourse,False,False
10331,ἀποκριθεὶς,ἀποκρίνω,VERB,V-,advcl,False,False
10332,αὐτῷ,αὐτός,PRON,Pp,iobj,False,False
10333,λέγει,λέγω,VERB,V-,ROOT,False,True
10334,σὺ,σύ,PRON,Pp,nsubj,False,False
10335,λέγεις,λέγω,VERB,V-,ROOT,False,True
10336,καὶ,καί,CCONJ,C-,cc,True,False
10337,κατηγόρουν,κατηγορέω,VERB,V-,ROOT,False,False
10338,αὐτοῦ,αὐτός,PRON,Pp,iobj,False,False
10339,οἱ,ὁ,DET,S-,det,False,False
10340,ἀρχιερεῖς,ἀρχιερεύς,NOUN,Nb,nsubj,False,False
10341,πολλά,πολύς,ADJ,A-,obj,False,False
10342,ὁ,ὁ,DET,S-,det,True,False
10343,δὲ,δέ,ADV,Df,discourse,False,False
10344,Πιλᾶτος,πιλᾶτος,PROPN,Ne,nsubj,False,False
10345,πάλιν,πάλιν,ADV,Df,advmod,False,False
10346,ἐπηρώτα,ἐπερωτάω,VERB,V-,ROOT,False,False
10347,αὐτὸν,αὐτός,PRON,Pp,obj,False,False
10348,λέγων,λέγω,VERB,V-,advcl,False,True
10349,οὐκ,οὐ,ADV,Df,advmod,False,False
10350,ἀποκρίνῃ,ἀποκρίνω,VERB,V-,ROOT,False,False
10351,οὐδέν,οὐδείς,ADJ,Px,obl,False,True
10352,ἴδε,ὁράω,VERB,V-,ROOT,True,False
10353,πόσα,πόσος,PRON,Pi,obj,False,False
10354,σου,σύ,PRON,Pp,iobj,False,False
10355,κατηγοροῦσιν,κατηγορέω,VERB,V-,ccomp,False,True
10356,ὁ,ὁ,DET,S-,det,True,False
10357,δὲ,δέ,ADV,Df,discourse,False,False
10358,Ἰησοῦς,ἰησοῦς,PROPN,Ne,nsubj:pass,False,False
10359,οὐκέτι,οὐκέτι,ADV,Df,advmod,False,False
10360,οὐδὲν,οὐδείς,ADJ,Px,obl,False,False
10361,ἀπεκρίθη,ἀποκρίνω,VERB,V-,ROOT,False,False
10362,ὥστε,ὥστε,SCONJ,G-,mark,False,False
10363,θαυμάζειν,θαυμάζω,VERB,V-,csubj:pass,False,False
10364,τὸν,ὁ,DET,S-,det,False,False
10365,Πιλᾶτον,πιλᾶτον,PROPN,Ne,nsubj,False,True
10366,Κατὰ,κατά,ADP,R-,case,True,False
10367,δὲ,δέ,ADV,Df,discourse,False,False
10368,ἑορτὴν,ἑορτή,NOUN,Nb,obl,False,False
10369,ἀπέλυεν,ἀπολύω,VERB,V-,ROOT,False,False
10370,αὐτοῖς,αὐτός,PRON,Pp,obl,False,False
10371,ἕνα,εἷς,NUM,Ma,nummod,False,False
10372,δέσμιον,δέσμιος,NOUN,Nb,obj,False,False
10373,ὃν,ὅς,PRON,Pr,obj,False,False
10374,παρῃτοῦντο,παραιτέομαι,VERB,V-,acl,False,True
10375,ἦν,εἰμί,AUX,V-,cop,True,False
10376,δὲ,δέ,ADV,Df,discourse,False,False
10377,ὁ,ὁ,DET,S-,det,False,False
10378,λεγόμενος,λέγω,VERB,V-,nsubj:pass,False,False
10379,Βαραββᾶς,βαραββᾶς,PROPN,Ne,xcomp,False,False
10380,μετὰ,μετά,ADP,R-,case,False,False
10381,τῶν,ὁ,DET,S-,det,False,False
10382,στασιαστῶν,στασιαστής,NOUN,Nb,obl,False,False
10383,δεδεμένος,δέω,VERB,V-,ROOT,False,False
10384,οἵτινες,ὅστις,PRON,Pr,nsubj,False,False
10385,ἐν,ἐν,ADP,R-,case,False,False
10386,τῇ,ὁ,DET,S-,det,False,False
10387,στάσει,στάσις,NOUN,Nb,obl,False,False
10388,φόνον,φόνος,NOUN,Nb,obj,False,False
10389,πεποιήκεισαν,ποιέω,VERB,V-,acl,False,True
10390,καὶ,καί,CCONJ,C-,cc,True,False
10391,ἀναβὰς,ἀναβαίνω,VERB,V-,advcl,False,False
10392,ὁ,ὁ,DET,S-,det,False,False
10393,ὄχλος,ὄχλος,NOUN,Nb,nsubj,False,False
10394,ἤρξατο,ἄρχω,VERB,V-,ROOT,False,False
10395,αἰτεῖσθαι,αἰτέω,VERB,V-,xcomp,False,False
10396,καθὼς,καθώς,ADV,Dq,advmod,False,False
10397,ἐποίει,ποιέω,VERB,V-,obj,False,False
10398,αὐτοῖς,αὐτός,PRON,Pp,iobj,False,False
10399,ὁ,ὁ,DET,S-,det,True,False
10400,δὲ,δέ,ADV,Df,discourse,False,False
10401,Πιλᾶτος,πιλᾶτος,PROPN,Ne,nsubj:pass,False,False
10402,ἀπεκρίθη,ἀποκρίνω,VERB,V-,ROOT,False,False
10403,αὐτοῖς,αὐτός,PRON,Pp,iobj,False,False
10404,λέγων,λέγω,VERB,V-,advcl,False,True
10405,θέλετε,ἐθέλω,VERB,V-,ROOT,False,False
10406,ἀπολύσω,ἀπολύω,VERB,V-,ccomp,False,False
10407,ὑμῖν,ὑμεῖς,PRON,Pp,obl,False,False
10408,τὸν,ὁ,DET,S-,det,False,False
10409,βασιλέα,βασιλεύς,NOUN,Nb,obj,False,False
10410,τῶν,ὁ,DET,S-,det,False,False
10411,Ἰουδαίων,ἰουδαῖος,ADJ,A-,nmod,False,True
10412,ἐγίνωσκεν,γιγνώσκω,VERB,V-,ROOT,True,False
10413,γὰρ,γάρ,ADV,Df,discourse,False,False
10414,ὅτι,ὅτι,SCONJ,G-,mark,False,False
10415,διὰ,διά,ADP,R-,case,False,False
10416,φθόνον,φθόνος,NOUN,Nb,obl,False,False
10417,παραδεδώκεισαν,παραδίδωμι,VERB,V-,ccomp,False,False
10418,αὐτὸν,αὐτός,PRON,Pp,obj,False,False
10419,οἱ,ὁ,DET,S-,det,False,False
10420,ἀρχιερεῖς,ἀρχιερεύς,NOUN,Nb,nsubj,False,False
10421,οἱ,ὁ,DET,S-,det,True,False
10422,δὲ,δέ,ADV,Df,discourse,False,False
10423,ἀρχιερεῖς,ἀρχιερεύς,NOUN,Nb,nsubj,False,False
10424,ἀνέσεισαν,ἀνασείω,VERB,V-,ROOT,False,False
10425,τὸν,ὁ,DET,S-,det,False,False
10426,ὄχλον,ὄχλος,NOUN,Nb,obj,False,False
10427,ἵνα,ἵνα,SCONJ,G-,mark,False,False
10428,μᾶλλον,μᾶλλον,ADV,Df,advmod,False,False
10429,τὸν,ὁ,DET,S-,det,False,False
10430,Βαραββᾶν,βαραββᾶς,PROPN,Ne,obj,False,False
10431,ἀπολύσῃ,ἀπολύω,VERB,V-,advcl,False,False
10432,αὐτοῖς,αὐτός,PRON,Pp,obl,False,True
10433,ὁ,ὁ,DET,S-,det,True,False
10434,δὲ,δέ,ADV,Df,discourse,False,False
10435,Πιλᾶτος,πιλᾶτος,PROPN,Ne,nsubj,False,False
10436,πάλιν,πάλιν,ADV,Df,advmod,False,False
10437,ἀποκριθεὶς,ἀποκρίνω,VERB,V-,advcl,False,False
10438,ἔλεγεν,λέγω,VERB,V-,ROOT,False,False
10439,αὐτοῖς,αὐτός,PRON,Pp,iobj,False,True
10440,τί,τίς,PRON,Pi,obj,True,False
10441,οὖν,οὖν,ADV,Df,discourse,False,False
10442,θέλετε,ἐθέλω,VERB,V-,ROOT,False,False
