,token,lemma,pos,tag,dep,is_sentence_start,is_sentence_end
3224,ὁ,ὁ,DET,S-,det,False,False
3225,τέκτων,τέκτων,NOUN,Nb,ROOT,False,False
3226,ὁ,ὁ,DET,S-,det,False,False
3227,υἱὸς,υἱός,NOUN,Nb,appos,False,False
3228,τῆς,ὁ,DET,S-,det,False,False
3229,Μαρίας,μαρία,PROPN,Ne,nmod,False,False
3230,καὶ,καί,CCONJ,C-,cc,False,False
3231,ἀδελφὸς,ἀδελφός,NOUN,Nb,conj,False,False
3232,Ἰακώβου,ἰάκωβος,PROPN,Ne,nmod,False,False
3233,καὶ,καί,CCONJ,C-,cc,False,False
3234,Ἰωσῆτος,ἰωσῆς,PROPN,Ne,conj,False,False
3235,καὶ,καί,CCONJ,C-,cc,False,False
3236,Ἰούδα,ἰούδας,PROPN,Ne,conj,False,False
3237,καὶ,καί,CCONJ,C-,cc,False,False
3238,Σίμωνος,σίμων,PROPN,Ne,conj,False,False
3239,καὶ,καί,CCONJ,C-,cc,True,False
3240,οὐκ,οὐ,ADV,Df,advmod,False,False
3241,εἰσὶν,εἰμί,AUX,V-,cop,False,False
3242,αἱ,ὁ,DET,S-,det,False,False
3243,ἀδελφαὶ,ἀδελφή,NOUN,Nb,nsubj,False,False
3244,αὐτοῦ,αὐτός,PRON,Pp,det,False,False
3245,ὧδε,ὧδε,ADV,Df,ROOT,False,False
3246,πρὸς,πρός,ADP,R-,case,False,False
3247,ἡμᾶς,ἡμεῖς,PRON,Pp,appos,False,True
3248,καὶ,καί,CCONJ,C-,cc,True,False
3249,ἐσκανδαλίζοντο,σκανδαλίζω,VERB,V-,ROOT,False,False
3250,ἐν,ἐν,ADP,R-,case,False,False
3251,αὐτῷ.,αὐτῷ.,PRON,Pp,obl,False,True
3252,καὶ,καί,CCONJ,C-,cc,True,False
3253,ἔλεγεν,λέγω,VERB,V-,ROOT,False,False
3254,αὐτοῖς,αὐτός,PRON,Pp,iobj,False,False
3255,ὁ,ὁ,DET,S-,det,False,False
3256,Ἰησοῦς,ἰησοῦς,PROPN,Ne,nsubj,False,False
3257,ὅτι,ὅτι,SCONJ,G-,mark,False,False
3258,οὐκ,οὐ,ADV,Df,advmod,False,False
3259,ἔστιν,εἰμί,AUX,V-,cop,False,False
3260,προφήτης,προφήτης,NOUN,Nb,nsubj,False,False
3261,ἄτιμος,ἄτιμος,ADJ,A-,ccomp,False,False
3262,εἰ,εἰ,ADV,Df,advmod,False,False
3263,μὴ,μή,ADV,Df,advmod,False,False
3264,ἐν,ἐν,ADP,R-,case,False,False
3265,τῇ,ὁ,DET,S-,det,False,False
3266,πατρίδι,πατρίς,NOUN,Nb,obl,False,False
3267,αὐτοῦ,αὐτός,PRON,Pp,det,False,False
3268,καὶ,καί,CCONJ,C-,cc,False,False
3269,ἐν,ἐν,ADP,R-,case,False,False
3270,τοῖς,ὁ,DET,S-,det,False,False
3271,συγγενεῦσιν,συγγενής,ADJ,A-,conj,False,False
3272,αὐτοῦ,αὐτός,PRON,Pp,det,False,False
3273,καὶ,καί,CCONJ,C-,cc,False,False
3274,ἐν,ἐν,ADP,R-,case,False,False
3275,τῇ,ὁ,DET,S-,det,False,False
3276,οἰκίᾳ,οἰκία,NOUN,Nb,conj,False,False
3277,αὐτοῦ.,αὐτοῦ.,PRON,Pp,det,False,True
3278,καὶ,καί,CCONJ,C-,cc,True,False
3279,οὐκ,οὐ,ADV,Df,advmod,False,False
3280,ἐδύνατο,δύναμαι,VERB,V-,ROOT,False,False
3281,ἐκεῖ,ἐκεῖ,ADV,Df,advmod,False,False
3282,ποιῆσαι,ποιέω,VERB,V-,xcomp,False,False
3283,οὐδεμίαν,οὐδείς,DET,Px,det,False,False
3284,δύναμιν,δύναμις,NOUN,Nb,obj,False,True
3285,εἰ,εἰ,ADV,Df,advmod,False,False
3286,μὴ,μή,ADV,Df,advmod,False,False
3287,ὀλίγοις,ὀλίγος,ADJ,A-,amod,False,False
3288,ἀρρώστοις,ἄρρωστος,ADJ,A-,iobj,False,False
3289,ἐπιθεὶς,ἐπιτίθημι,VERB,V-,advcl,False,False
3290,τὰς,ὁ,DET,S-,det,False,False
3291,χεῖρας,χείρ,NOUN,Nb,obj,False,False
3292,ἐθεράπευσεν,θεραπεύω,VERB,V-,ROOT,False,False
3293,καὶ,καί,CCONJ,C-,cc,False,False
3294,ἐθαύμαζεν,θαυμάζω,VERB,V-,conj,False,False
3295,διὰ,διά,ADP,R-,case,False,False
3296,τὴν,ὁ,DET,S-,det,False,False
3297,ἀπιστίαν,ἀπιστία,NOUN,Nb,obl,False,False
3298,αὐτῶν,αὐτός,PRON,Pp,det,False,True
3299,Καὶ,καί,CCONJ,C-,cc,False,False
3300,περιῆγεν,περιάγω,VERB,V-,conj,False,False
3301,τὰς,ὁ,DET,S-,det,False,False
3302,κώμας,κώμη,NOUN,Nb,obj,False,False
3303,κύκλῳ,κύκλος,ADV,Df,advmod,False,False
3304,διδάσκων,διδάσκω,VERB,V-,advcl,False,True
3305,Καὶ,καί,CCONJ,C-,cc,True,False
3306,προσκαλεῖται,προσκαλέω,VERB,V-,ROOT,False,False
3307,τοὺς,ὁ,DET,S-,det,False,False
3308,δώδεκα,δώδεκα,NUM,Ma,obj,False,True
3309,καὶ,καί,CCONJ,C-,cc,True,False
3310,ἤρξατο,ἄρχω,VERB,V-,ROOT,False,False
3311,αὐτοὺς,αὐτός,PRON,Pp,obj,False,False
3312,ἀποστέλλειν,ἀποστέλλω,VERB,V-,xcomp,False,False
3313,δύο,δύο,NUM,Ma,obj,False,False
3314,δύο,δύο,NUM,Ma,nummod,False,False
3315,καὶ,καί,CCONJ,C-,cc,False,False
3316,ἐδίδου,δίδωμι,VERB,V-,conj,False,False
3317,αὐτοῖς,αὐτός,PRON,Pp,iobj,False,False
3318,ἐξουσίαν,ἐξουσία,NOUN,Nb,obj,False,False
3319,τῶν,ὁ,DET,S-,det,False,False
3320,πνευμάτων,πνεῦμα,NOUN,Nb,nmod,False,False
3321,τῶν,ὁ,DET,S-,det,False,False
3322,ἀκαθάρτων,ἀκάθαρτος,ADJ,A-,nmod,False,True
3323,καὶ,καί,CCONJ,C-,cc,True,False
3324,παρήγγειλεν,παραγγέλλω,VERB,V-,ROOT,False,False
3325,αὐτοῖς,αὐτός,PRON,Pp,iobj,False,False
3326,ἵνα,ἵνα,SCONJ,G-,mark,False,False
3327,μηδὲν,μηδείς,ADJ,Px,obj,False,False
3328,αἴρωσιν,ἀείρω,VERB,V-,ccomp,False,False
3329,εἰς,εἰς,ADP,R-,case,False,False
3330,ὁδὸν,ὁδός,NOUN,Nb,obl,False,False
3331,εἰ,εἰ,ADV,Df,amod,False,False
3332,μὴ,μή,ADV,Df,advmod,False,False
3333,ῥάβδον,ῥάβδος,NOUN,Nb,obj,False,False
3334,μόνον,μόνος,ADJ,A-,amod,False,False
3335,μὴ,μή,ADV,Df,advmod,False,False
3336,ἄρτον,ἄρτος,NOUN,Nb,conj,False,False
3337,μὴ,μή,ADV,Df,advmod,False,False
3338,πήραν,πήρα,NOUN,Nb,conj,False,False
3339,μὴ,μή,ADV,Df,advmod,False,False
3340,εἰς,εἰς,ADP,R-,case,False,False
3341,τὴν,ὁ,DET,S-,det,False,False
3342,ζώνην,ζώνη,NOUN,Nb,orphan,False,False
3343,χαλκόν,χαλκός,NOUN,Nb,obj,False,False
3344,ἀλλ’,ἀλλ’,CCONJ,C-,cc,False,False
3345,ὑποδεδεμένους,ὑποδέω,VERB,V-,conj,False,False
3346,σανδάλια,σανδάλιον,NOUN,Nb,obj,False,False
3347,καὶ,καί,CCONJ,C-,cc,False,False
3348,μὴ,μή,ADV,Df,advmod,False,False
3349,ἐνδύσησθε,ἐνδύω,VERB,V-,conj,False,False
3350,δύο,δύο,NUM,Ma,nummod,False,False
3351,χιτῶνας,χιτών,NOUN,Nb,obj,False,True
3352,καὶ,καί,CCONJ,C-,cc,True,False
3353,ἔλεγεν,λέγω,VERB,V-,ROOT,False,False
3354,αὐτοῖς,αὐτός,PRON,Pp,iobj,False,True
3355,ὅπου,ὅπου,ADV,Dq,advmod,False,False
3356,ἐὰν,ἐάν,ADV,Df,advmod,False,False
3357,εἰσέλθητε,εἰσέρχομαι,VERB,V-,dislocated,False,False
3358,εἰς,εἰς,ADP,R-,case,False,False
3359,οἰκίαν,οἰκία,NOUN,Nb,obl,False,False
3360,ἐκεῖ,ἐκεῖ,ADV,Df,advmod,False,False
3361,μένετε,μένω,VERB,V-,ROOT,False,False
3362,ἕως,ἕως,SCONJ,G-,mark,False,False
3363,ἂν,ἄν,ADV,Df,advmod,False,False
3364,ἐξέλθητε,ἐξέρχομαι,VERB,V-,advcl,False,False
3365,ἐκεῖθεν,ἐκεῖθεν,ADV,Df,advmod,False,True
3366,καὶ,καί,CCONJ,C-,cc,True,False
3367,ὃς,ὅς,PRON,Pr,nsubj,False,False
3368,ἂν,ἄν,ADV,Df,advmod,False,False
3369,τόπος,τόπος,NOUN,Nb,nsubj,False,False
3370,μὴ,μή,ADV,Df,advmod,False,False
3371,δέξηται,δέχομαι,VERB,V-,dislocated,False,False
3372,ὑμᾶς,ὑμεῖς,PRON,Pp,obj,False,False
3373,μηδὲ,μηδέ,CCONJ,C-,cc,False,False
3374,ἀκούσωσιν,ἀκούω,VERB,V-,conj,False,False
3375,ὑμῶν,ὑμεῖς,PRON,Pp,iobj,False,False
3376,ἐκπορευόμενοι,ἐκπορεύομαι,VERB,V-,advcl,False,False
3377,ἐκεῖθεν,ἐκεῖθεν,ADV,Df,advmod,False,False
3378,ἐκτινάξατε,ἐκτινάσσω,VERB,V-,ROOT,False,False
3379,τὸν,ὁ,DET,S-,det,False,False
3380,χοῦν,χοῦς,NOUN,Nb,obj,False,False
3381,τὸν,ὁ,DET,S-,det,False,False
3382,ὑποκάτω,ὑποκάτω,ADP,R-,case,False,False
3383,τῶν,ὁ,DET,S-,det,False,False
3384,ποδῶν,πούς,NOUN,Nb,nmod,False,False
3385,ὑμῶν,ὑμεῖς,PRON,Pp,det,False,False
3386,εἰς,εἰς,ADP,R-,case,False,False
3387,μαρτύριον,μαρτύριον,NOUN,Nb,obl,False,False
3388,αὐτοῖς,αὐτός,PRON,Pp,nmod,False,True
3389,Καὶ,καί,CCONJ,C-,cc,True,False
3390,ἐξελθόντες,ἐξέρχομαι,VERB,V-,advcl,False,False
3391,ἐκήρυξαν,κηρύσσω,VERB,V-,ROOT,False,False
3392,ἵνα,ἵνα,SCONJ,G-,mark,False,False
3393,μετανοῶσιν,μετανοέω,VERB,V-,advcl,False,True
3394,καὶ,καί,CCONJ,C-,cc,True,False
3395,δαιμόνια,δαιμόνιον,NOUN,Nb,obj,False,False
3396,πολλὰ,πολύς,ADJ,A-,amod,False,False
3397,ἐξέβαλλον,ἐκβάλλω,VERB,V-,ROOT,False,False
3398,καὶ,καί,CCONJ,C-,cc,False,False
3399,ἤλειφον,ἀλείφω,VERB,V-,conj,False,False
3400,ἐλαίῳ,ἔλαιον,NOUN,Nb,obl,False,False
3401,πολλοὺς,πολύς,ADJ,A-,amod,False,False
3402,ἀρρώστους,ἄρρωστος,ADJ,A-,obj,False,False
3403,καὶ,καί,CCONJ,C-,cc,False,False
3404,ἐθεράπευον,θεραπεύω,VERB,V-,conj,False,True
3405,Καὶ,καί,CCONJ,C-,cc,True,False
3406,ἤκουσεν,ἀκούω,VERB,V-,ROOT,False,False
3407,ὁ,ὁ,DET,S-,det,False,False
3408,βασιλεὺς,βασιλεύς,NOUN,Nb,nsubj,False,False
3409,Ἡρῴδης,ἡρῴδης,PROPN,Ne,appos,False,False
3410,φανερὸν,φανερός,ADJ,A-,xcomp,True,False
3411,γὰρ,γάρ,ADV,Df,discourse,False,False
3412,ἐγένετο,γίγνομαι,VERB,V-,ROOT,False,False
3413,τὸ,ὁ,DET,S-,det,False,False
3414,ὄνομα,ὄνομα,NOUN,Nb,nsubj,False,False
3415,αὐτοῦ,αὐτός,PRON,Pp,det,False,False
3416,καὶ,καί,CCONJ,C-,cc,False,False
3417,ἔλεγον,λέγω,VERB,V-,conj,False,False
3418,ὅτι,ὅτι,SCONJ,G-,mark,False,False
3419,Ἰωάννης,ἰωάν(ν)ης,PROPN,Ne,nsubj:pass,False,False
3420,ὁ,ὁ,DET,S-,det,False,False
3421,βαπτίζων,βαπτίζω,VERB,V-,appos,False,False
3422,ἐγήγερται,ἐγείρω,VERB,V-,ccomp,False,False
3423,ἐκ,ἐκ,ADP,R-,case,False,False
3424,νεκρῶν,νεκρός,ADJ,A-,obl,False,True
3425,καὶ,καί,CCONJ,C-,cc,True,False
3426,διὰ,διά,ADP,R-,case,False,False
3427,τοῦτο,οὗτος,ADJ,Pd,obl,False,False
3428,ἐνεργοῦσιν,ἐνεργέω,VERB,V-,ROOT,False,False
3429,αἱ,ὁ,DET,S-,det,False,False
3430,δυνάμεις,δύναμις,NOUN,Nb,nsubj,False,False
3431,ἐν,ἐν,ADP,R-,case,False,False
3432,αὐτῷ.,αὐτῷ.,PRON,Pp,obl,False,False
3433,ἄλλοι,ἄλλος,ADJ,Px,nsubj,True,False
3434,δὲ,δέ,ADV,Df,discourse,False,False
3435,ἔλεγον,λέγω,VERB,V-,ROOT,False,False
3436,ὅτι,ὅτι,SCONJ,G-,mark,False,False
3437,Ἠλίας,ἠλίας,PROPN,Ne,nsubj,False,False
3438,ἐστίν,εἰμί,AUX,V-,cop,False,False
3439,ἄλλοι,ἄλλος,ADJ,Px,nsubj,True,False
3440,δὲ,δέ,ADV,Df,discourse,False,False
3441,ἔλεγον,λέγω,VERB,V-,ROOT,False,False
3442,ὅτι,ὅτι,SCONJ,G-,mark,False,False
3443,προφήτης,προφήτης,NOUN,Nb,ccomp,False,False
3444,ὡς,ὡς,ADV,Df,advcl,False,False
3445,εἷς,εἷς,NUM,Ma,nsubj,False,False
3446,τῶν,ὁ,DET,S-,det,False,False
3447,προφητῶν,προφήτης,NOUN,Nb,nmod,False,True
3448,ἀκούσας,ἀκούω,VERB,V-,advcl,True,False
3449,δὲ,δέ,ADV,Df,discourse,False,False
3450,ὁ,ὁ,DET,S-,det,False,False
3451,Ἡρῴδης,ἡρῴδης,PROPN,Ne,nsubj,False,False
3452,ἔλεγεν,λέγω,VERB,V-,ROOT,False,True
3453,ὃν,ὅς,PRON,Pr,obj,False,False
3454,ἐγὼ,ἐγώ,PRON,Pp,nsubj,False,False
3455,ἀπεκεφάλισα,ἀποκεφαλίζω,VERB,V-,acl,False,False
3456,Ἰωάννην,ἰωάν(ν)ης,PROPN,Ne,obj,False,True
3457,οὗτος,οὗτος,ADJ,Pd,nsubj:pass,False,False
3458,ἠγέρθη,ἐγείρω,VERB,V-,ROOT,False,True
3459,Αὐτὸς,αὐτός,DET,Pd,det,True,False
3460,γὰρ,γάρ,ADV,Df,discourse,False,False
3461,ὁ,ὁ,DET,S-,det,False,False
3462,Ἡρῴδης,ἡρῴδης,PROPN,Ne,nsubj,False,False
3463,ἀποστείλας,ἀποστέλλω,VERB,V-,advcl,False,False
3464,ἐκράτησεν,κρατέω,VERB,V-,ROOT,False,False
3465,τὸν,ὁ,DET,S-,det,False,False
3466,Ἰωάννην,ἰωάν(ν)ης,PROPN,Ne,obj,False,False
3467,καὶ,καί,CCONJ,C-,cc,False,False
3468,ἔδησεν,δέω,VERB,V-,conj,False,False
3469,αὐτὸν,αὐτός,PRON,Pp,obj,False,False
3470,ἐν,ἐν,ADP,R-,case,False,False
3471,φυλακῇ,φυλακή,NOUN,Nb,obl,False,False
3472,διὰ,διά,ADP,R-,case,False,False
3473,Ἡρῳδιάδα,ἡρῳδιάς,PROPN,Ne,obl,False,False
3474,τὴν,ὁ,DET,S-,det,False,False
3475,γυναῖκα,γυνή,NOUN,Nb,appos,False,False
3476,Φιλίππου,φίλιππος,PROPN,Ne,nmod,False,False
3477,τοῦ,ὁ,DET,S-,det,False,False
3478,ἀδελφοῦ,ἀδελφός,NOUN,Nb,appos,False,False
3479,αὐτοῦ,αὐτός,PRON,Pp,det,False,True
3480,ὅτι,ὅτι,SCONJ,G-,mark,False,False
3481,αὐτὴν,αὐτός,PRON,Pp,obj,False,False
3482,ἐγάμησεν,γαμέω,VERB,V-,ccomp,False,False
3483,ἔλεγεν,λέγω,VERB,V-,ROOT,True,False
3484,γὰρ,γάρ,ADV,Df,discourse,False,False
3485,ὁ,ὁ,DET,S-,det,False,False
3486,Ἰωάννης,ἰωάν(ν)ης,PROPN,Ne,nsubj,False,False
3487,τῷ,ὁ,DET,S-,det,False,False
3488,Ἡρῴδῃ,ἡρῴδης,PROPN,Ne,iobj,False,False
3489,ὅτι,ὅτι,SCONJ,G-,ccomp,False,True
3490,οὐκ,οὐ,ADV,Df,advmod,True,False
3491,ἔξεστίν,ἔξεστι,VERB,V-,ROOT,False,False
3492,σοι,σύ,PRON,Pp,iobj,False,False
3493,ἔχειν,ἔχω,VERB,V-,xcomp,False,False
3494,τὴν,ὁ,DET,S-,det,False,False
3495,γυναῖκα,γυνή,NOUN,Nb,obj,False,False
3496,τοῦ,ὁ,DET,S-,det,False,False
3497,ἀδελφοῦ,ἀδελφός,NOUN,Nb,nmod,False,False
3498,σου,σύ,PRON,Pp,det,False,True
3499,ἡ,ὁ,DET,S-,det,True,False
3500,δὲ,δέ,ADV,Df,discourse,False,False
3501,Ἡρῳδιὰς,ἡρῳδιάς,PROPN,Ne,nsubj,False,False
3502,ἐνεῖχεν,ἐνέχω,VERB,V-,ROOT,False,False
3503,αὐτῷ,αὐτός,PRON,Pp,iobj,False,False
3504,καὶ,καί,CCONJ,C-,cc,False,False
3505,ἤθελεν,ἐθέλω,VERB,V-,conj,False,False
3506,αὐτὸν,αὐτός,PRON,Pp,obj,False,False
3507,ἀποκτεῖναι,ἀποκτείνω,VERB,V-,xcomp,False,False
3508,καὶ,καί,CCONJ,C-,cc,False,False
3509,οὐκ,οὐ,ADV,Df,advmod,False,False
3510,ἠδύνατο,δύναμαι,VERB,V-,conj,False,False
3511,ὁ,ὁ,DET,S-,det,True,False
3512,γὰρ,γάρ,ADV,Df,discourse,False,False
3513,Ἡρῴδης,ἡρῴδης,PROPN,Ne,nsubj,False,False
3514,ἐφοβεῖτο,φοβέω,VERB,V-,ROOT,False,False
3515,τὸν,ὁ,DET,S-,det,False,False
3516,Ἰωάννην,ἰωάν(ν)ης,PROPN,Ne,obj,False,False
3517,εἰδὼς,οἶδα,VERB,V-,advcl,False,False
3518,αὐτὸν,αὐτός,PRON,Pp,obj,False,False
3519,ἄνδρα,ἀνήρ,NOUN,Nb,xcomp,False,False
3520,δίκαιον,δίκαιος,ADJ,A-,amod,False,False
3521,καὶ,καί,CCONJ,C-,cc,False,False
3522,ἅγιον,ἅγιος,ADJ,A-,conj,False,False
3523,καὶ,καί,CCONJ,C-,cc,False,False
3524,συνετήρει,συντηρέω,VERB,V-,conj,False,False
3525,αὐτόν,αὐτός,PRON,Pp,obj,False,False
3526,καὶ,καί,CCONJ,C-,cc,True,False
3527,ἀκούσας,ἀκούω,VERB,V-,advcl,False,False
3528,αὐτοῦ,αὐτός,PRON,Pp,iobj,False,False
3529,πολλὰ,πολύς,ADJ,A-,obj,False,False
3530,ἠπόρει,ἀπορέω,VERB,V-,ROOT,False,False
3531,καὶ,καί,CCONJ,C-,cc,False,False
3532,ἡδέως,ἡδέως,ADV,Df,advmod,False,False
3533,αὐτοῦ,αὐτός,PRON,Pp,iobj,False,False
3534,ἤκουεν,ἀκούω,VERB,V-,conj,False,True
3535,Καὶ,καί,CCONJ,C-,cc,True,False
3536,γενομένης,γίγνομαι,VERB,V-,ROOT,False,False
3537,ἡμέρας,ἡμέρα,NOUN,Nb,xcomp,False,False
3538,εὐκαίρου,εὔκαιρος,ADJ,A-,amod,False,False
3539,ὅτε,ὅτε,SCONJ,G-,mark,False,False
3540,Ἡρῴδης,ἡρῴδης,PROPN,Ne,nsubj,False,False
3541,τοῖς,ὁ,DET,S-,det,False,False
3542,γενεσίοις,γενέσια,NOUN,Nb,obl,False,False
3543,αὐτοῦ,αὐτός,PRON,Pp,det,False,False
3544,δεῖπνον,δεῖπνον,NOUN,Nb,obj,False,False
3545,ἐποίησεν,ποιέω,VERB,V-,advcl,False,False
3546,τοῖς,ὁ,DET,S-,det,False,False
3547,μεγιστᾶσιν,μεγιστάν,NOUN,Nb,iobj,False,False
3548,αὐτοῦ,αὐτός,PRON,Pp,det,False,False
3549,καὶ,καί,CCONJ,C-,cc,False,False
3550,τοῖς,ὁ,DET,S-,det,False,False
3551,χιλιάρχοις,χιλίαρχος,NOUN,Nb,conj,False,False
3552,καὶ,καί,CCONJ,C-,cc,False,False
3553,τοῖς,ὁ,DET,S-,det,False,False
3554,πρώτοις,πρῶτος,ADJ,Mo,conj,False,False
3555,τῆς,ὁ,DET,S-,det,False,False
3556,Γαλιλαίας,γαλιλαία,PROPN,Ne,nmod,False,True
3557,καὶ,καί,CCONJ,C-,cc,True,False
3558,εἰσελθούσης,εἰσέρχομαι,VERB,V-,advcl,False,False
3559,τῆς,ὁ,DET,S-,det,False,False
3560,θυγατρὸς,θυγάτηρ,NOUN,Nb,nsubj,False,False
3561,αὐτοῦ,αὐτός,PRON,Pp,det,False,False
3562,Ἡρῳδιάδος,ἡρῳδιάς,PROPN,Ne,appos,False,False
3563,καὶ,καί,CCONJ,C-,cc,False,False
3564,ὀρχησαμένης,ὀρχέομαι,VERB,V-,conj,False,False
3565,ἤρεσεν,ἀρέσκω,VERB,V-,ROOT,False,False
3566,τῷ,ὁ,DET,S-,det,False,False
3567,Ἡρῴδῃ,ἡρῴδης,PROPN,Ne,iobj,False,False
3568,καὶ,καί,CCONJ,C-,cc,False,False
3569,τοῖς,ὁ,DET,S-,det,False,False
3570,συνανακειμένοις,συνανάκειμαι,VERB,V-,conj,False,True
3571,εἶπεν,λέγω,VERB,V-,ROOT,False,False
3572,ὁ,ὁ,DET,S-,det,False,False
3573,βασιλεὺς,βασιλεύς,NOUN,Nb,nsubj,False,False
3574,τῷ,ὁ,DET,S-,det,False,False
3575,κορασίῳ,κοράσιον,NOUN,Nb,iobj,False,True
3576,αἴτησόν,αἰτέω,VERB,V-,ROOT,False,False
3577,με,ἐγώ,PRON,Pp,obj,False,False
3578,ὃ,ὁ,PRON,Pr,obj,False,False
3579,ἐὰν,ἐάν,ADV,Df,advmod,False,False
3580,θέλῃς,ἐθέλω,VERB,V-,obj,False,False
3581,καὶ,καί,CCONJ,C-,cc,False,False
3582,δώσω,δίδωμι,VERB,V-,conj,False,False
3583,σοι,σύ,PRON,Pp,iobj,False,False
3584,καὶ,καί,CCONJ,C-,cc,True,False
3585,ὤμοσεν,ὄμνυμι,VERB,V-,ROOT,False,False
3586,αὐτῇ,αὐτός,PRON,Pp,iobj,False,False
3587,πολλὰ,πολύς,ADJ,A-,advmod,False,False
3588,ὅ,ὅς,PRON,Pr,obj,True,False
3589,τι,τίς,PRON,Pr,fixed,False,False
3590,ἐάν,ἐάν,ADV,Df,advmod,False,False
3591,με,ἐγώ,PRON,Pp,obj,False,False
3592,αἰτήσῃς,αἰτέω,VERB,V-,obj,False,False
3593,δώσω,δίδωμι,VERB,V-,ROOT,False,False
3594,σοι,σύ,PRON,Pp,iobj,False,False
3595,ἕως,ἕως,ADP,R-,case,False,False
3596,ἡμίσους,ἥμισυς,ADJ,A-,obl,False,False
3597,τῆς,ὁ,DET,S-,det,False,False
3598,βασιλείας,βασιλεία,NOUN,Nb,nmod,False,False
3599,μου,ἐγώ,PRON,Pp,det,False,True
3600,καὶ,καί,CCONJ,C-,cc,True,False
3601,ἐξελθοῦσα,ἐξέρχομαι,VERB,V-,advcl,False,False
3602,εἶπεν,λέγω,VERB,V-,ROOT,False,False
3603,τῇ,ὁ,DET,S-,det,False,False
3604,μητρὶ,μήτηρ,NOUN,Nb,iobj,False,False
3605,αὐτῆς,αὐτός,PRON,Pp,det,False,True
3606,τί,τίς,PRON,Pi,obj,False,False
3607,αἰτήσωμαι,αἰτέω,VERB,V-,ccomp,False,False
3608,ἡ,ὁ,PRON,Pp,nsubj,True,False
3609,δὲ,δέ,ADV,Df,discourse,False,False
3610,εἶπεν,λέγω,VERB,V-,ROOT,False,True
3611,τὴν,ὁ,DET,S-,det,False,False
3612,κεφαλὴν,κεφαλή,NOUN,Nb,obj,False,False
3613,Ἰωάννου,ἰωάν(ν)ης,PROPN,Ne,nmod,False,False
3614,τοῦ,ὁ,DET,S-,det,False,False
3615,βαπτίζοντος,βαπτίζω,VERB,V-,appos,False,True
3616,καὶ,καί,CCONJ,C-,cc,True,False
3617,εἰσελθοῦσα,εἰσέρχομαι,VERB,V-,advcl,False,False
3618,εὐθὺς,εὐθύς,ADV,Df,advmod,False,False
3619,μετὰ,μετά,ADP,R-,case,False,False
3620,σπουδῆς,σπουδή,NOUN,Nb,obl,False,False
3621,πρὸς,πρός,ADP,R-,case,False,False
3622,τὸν,ὁ,DET,S-,det,False,False
3623,βασιλέα,βασιλεύς,NOUN,Nb,obl,False,False
3624,ᾐτήσατο,αἰτέω,VERB,V-,ROOT,False,False
3625,λέγουσα,λέγω,VERB,V-,advcl,False,True
3626,θέλω,ἐθέλω,VERB,V-,ROOT,False,False
3627,ἵνα,ἵνα,SCONJ,G-,mark,False,False
3628,ἐξαυτῆς,ἐξαυτῆς,ADV,Df,advmod,False,False
3629,δῷς,δίδωμι,VERB,V-,ccomp,False,False
3630,μοι,ἐγώ,PRON,Pp,iobj,False,False
3631,ἐπὶ,ἐπί,ADP,R-,case,False,False
3632,πίνακι,πίναξ,NOUN,Nb,obl,False,False
3633,τὴν,ὁ,DET,S-,det,False,False
3634,κεφαλὴν,κεφαλή,NOUN,Nb,obj,False,False
3635,Ἰωάννου,ἰωάν(ν)ης,PROPN,Ne,nmod,False,False
3636,τοῦ,ὁ,DET,S-,det,False,False
3637,βαπτιστοῦ.,βαπτιστοῦ.,NOUN,Nb,appos,False,True
3638,καὶ,καί,CCONJ,C-,cc,True,False
3639,περίλυπος,περίλυπος,ADJ,A-,xcomp,False,False
3640,γενόμενος,γίγνομαι,VERB,V-,advcl,False,False
3641,ὁ,ὁ,DET,S-,det,False,False
3642,βασιλεὺς,βασιλεύς,NOUN,Nb,nsubj,False,False
3643,διὰ,διά,ADP,R-,case,False,False
3644,τοὺς,ὁ,DET,S-,det,False,False
3645,ὅρκους,ὅρκος,NOUN,Nb,ccomp,False,False
3646,καὶ,καί,CCONJ,C-,cc,False,False
3647,τοὺς,ὁ,DET,S-,det,False,False
3648,ἀνακειμένους,ἀνάκειμαι,VERB,V-,conj,False,False
3649,οὐκ,οὐ,ADV,Df,advmod,False,False
3650,ἠθέλησεν,ἐθέλω,VERB,V-,ROOT,False,False
3651,ἀθετῆσαι,ἀθετέω,VERB,V-,xcomp,False,False
3652,αὐτήν,αὐτός,PRON,Pp,obj,False,False
3653,καὶ,καί,CCONJ,C-,cc,True,False
3654,εὐθὺς,εὐθύς,ADV,Df,advmod,False,False
3655,ἀποστείλας,ἀποστέλλω,VERB,V-,advcl,False,False
3656,ὁ,ὁ,DET,S-,det,False,False
3657,βασιλεὺς,βασιλεύς,NOUN,Nb,nsubj,False,False
3658,σπεκουλάτορα,σπεκουλάτωρ,PROPN,Ne,nmod,False,False
3659,ἐπέταξεν,ἐπιτάσσω,VERB,V-,ROOT,False,False
3660,ἐνέγκαι,φέρω,VERB,V-,xcomp,False,False
3661,τὴν,ὁ,DET,S-,det,False,False
3662,κεφαλὴν,κεφαλή,NOUN,Nb,obj,False,False
3663,αὐτοῦ.,αὐτοῦ.,PRON,Pp,cc,False,True
3664,καὶ,καί,CCONJ,C-,cc,True,False
3665,ἀπελθὼν,ἀπέρχομαι,VERB,V-,advcl,False,False
